GID,AOU,ecoregion_lvl
2023_201,TRUE,LSJ
1988_68,FALSE,LSJ
1987_67,FALSE,LSJ
1991_63,FALSE,LSJ
2010_876,TRUE,LSJ
1996_511,FALSE,LSJ
1991_68,FALSE,LSJ
2011_599,FALSE,LSJ
2023_174,FALSE,LSJ
2011_472,FALSE,LSJ
1990_18,FALSE,LSJ
2006_624,FALSE,LSJ
2011_483,FALSE,LSJ
1988_73,FALSE,LSJ
2011_741,FALSE,LSJ
1989_881,FALSE,LSJ
1995_1121,TRUE,LSJ
2010_546,TRUE,LSJ
2013_1187,FALSE,LSJ
2006_583,FALSE,LSJ
2019_1520,TRUE,LSJ
1989_849,FALSE,LSJ
2017_3695,FALSE,LSJ
2011_737,FALSE,LSJ
1990_19,FALSE,LSJ
1990_21,FALSE,LSJ
2012_669,FALSE,LSJ
1996_498,FALSE,LSJ
1988_69,FALSE,LSJ
1987_47,TRUE,LSJ
2020_338,FALSE,LSJ
2020_529,FALSE,LSJ
2012_1054,FALSE,LSJ
1988_64,FALSE,LSJ
2012_669,FALSE,LSJ
2011_740,FALSE,LSJ
1990_25,FALSE,LSJ
2011_742,FALSE,LSJ
1992_29,FALSE,LSJ
2021_2312,TRUE,LSJ
1988_61,FALSE,LSJ
1988_66,FALSE,LSJ
1988_51,FALSE,LSJ
1990_11,TRUE,LSJ
1988_60,TRUE,LSJ
1995_1108,FALSE,LSJ
2012_1041,TRUE,LW
2021_1303,TRUE,LW
2012_776,TRUE,LW
2019_1238,FALSE,LW
1986_11,FALSE,LW
1996_715,TRUE,LW
1988_41,FALSE,LW
2015_1148,FALSE,LW
2002_665,FALSE,LW
2002_675,TRUE,LW
2010_875,TRUE,LW
2021_277,FALSE,LW
2015_1178,TRUE,LW
2021_297,TRUE,LW
1995_1241,TRUE,LW
2020_526,FALSE,LW
2021_2316,TRUE,LW
2018_3146,FALSE,LW
1995_1255,TRUE,LW
2018_736,FALSE,LW
2018_736,FALSE,LW
2012_1043,TRUE,LW
2002_716,TRUE,LW
1988_40,FALSE,LW
2018_2807,TRUE,LW
1988_38,FALSE,LW
2003_815,TRUE,LW
2021_1988,TRUE,LW
1988_43,FALSE,LW
2021_2313,TRUE,LW
2018_403,TRUE,LW
1995_1250,TRUE,LW
1996_656,TRUE,LW
2021_2321,TRUE,LW
1988_33,FALSE,LW
2015_1157,FALSE,LW
2021_277,FALSE,LW
1997_338,FALSE,LW
2013_929,FALSE,LW
2011_728,TRUE,LW
2003_883,TRUE,LW
1994_10,FALSE,LW
1995_1271,TRUE,LW
1995_1276,TRUE,LW
1995_1205,FALSE,LW
2011_725,TRUE,LW
1995_1322,TRUE,LW
1988_34,FALSE,LW
1988_37,FALSE,LW
1988_42,FALSE,LW
2017_2361,FALSE,LW
2015_1140,TRUE,LW
2021_2306,TRUE,LW
2015_1145,FALSE,LW
1996_644,TRUE,LW
2014_1475,FALSE,LW
1988_26,FALSE,LW
2006_885,FALSE,LW
1995_1399,TRUE,LW
1988_30,FALSE,LW
2021_2223,FALSE,LW
1987_31,FALSE,LW
2018_561,FALSE,PR
2006_718,FALSE,PR
2006_746,FALSE,PR
2012_795,FALSE,PR
1996_683,FALSE,PR
2023_1633,TRUE,PR
1995_1327,FALSE,PR
2011_724,FALSE,PR
1995_1315,TRUE,PR
2021_1204,TRUE,PR
2006_745,FALSE,PR
2005_530,FALSE,PR
1991_2,FALSE,PR
1995_1317,TRUE,PR
2021_1573,FALSE,PR
2011_723,FALSE,PR
2005_599,FALSE,PR
2006_743,FALSE,PR
2005_1001,FALSE,PR
2006_744,FALSE,PR
2024_651,TRUE,PR
2006_742,FALSE,PR
